num,kanji,meanings,grade,jlpt,readings,unicode
1023,縄,straw rope:cord,8,1,なわ:ただ.す:ジョウ,7e04
1024,壌,lot:earth:soil,8,1,つち:ジョウ,58cc
1025,嬢,lass:girl:Miss:daughter,8,1,むすめ:ジョウ,5b22
1026,錠,lock:fetters:shackles,8,1,ジョウ,9320
1027,譲,defer:turnover:transfer:convey,8,1,ゆず.る:ジョウ,8b72
1028,醸,brew:cause,8,1,かも.す:ジョウ,91b8
1029,色,color,2,3,いろ:ショク:シキ,8272
1030,拭,wipe:mop:swab,8,,ぬぐ.う:ふ.く:ショク:シキ,62ed
1031,食,eat:food,2,4,く.う:く.らう:た.べる:は.む:ショク:ジキ,98df
1032,植,plant,3,2,う.える:う.わる:ショク,690d
1033,殖,augment:increase:multiply:raise,8,1,ふ.える:ふ.やす:ショク,6b96
1034,飾,decorate:ornament:adorn:embellish,8,1,かざ.る:かざ.り:ショク,98fe
1035,触,contact:touch:feel:hit:proclaim:announce:conflict,8,2,ふ.れる:さわ.る:さわ:ショク,89e6
1036,嘱,entrust:request:send a message,8,1,しょく.する:たの.む:ショク,5631
1037,織,weave:fabric,5,1,お.る:お.り:おり:-おり:-お.り:ショク:シキ,7e54
1038,職,post:employment:work,5,2,ショク:ソク,8077
1039,辱,embarrass:humiliate:shame,8,1,はずかし.める:ジョク,8fb1
1040,尻,buttocks:hips:butt:rear,8,,しり:コウ,5c3b
1041,心,heart:mind:spirit:heart radical (no. 61),2,3,こころ:-ごころ:シン,5fc3
1042,申,have the honor to:sign of the monkey:3-5PM:ninth sign of Chinese zodiac,3,2,もう.す:もう.し-:さる:シン,7533
1043,伸,expand:stretch:extend:lengthen:increase,8,2,の.びる:の.ばす:の.べる:の.す:シン,4f38
1044,臣,retainer:subject,4,2,シン:ジン,81e3
1045,芯,wick,8,,シン,82af
1046,身,somebody:person:one's station in life,3,2,み:シン,8eab
1047,辛,spicy:bitter:hot:acrid,8,2,から.い:つら.い:-づら.い:かのと:シン,8f9b
1048,侵,encroach:invade:raid:trespass:violate,8,1,おか.す:シン,4fb5
1049,信,faith:truth:fidelity:trust,4,2,シン,4fe1
1050,津,haven:port:harbor:ferry,8,1,つ:シン,6d25
1051,神,gods:mind:soul,3,2,かみ:かん-:こう-:シン:ジン,795e
1052,唇,lips,8,1,くちびる:シン,5507
1053,娠,with child:pregnancy,8,1,シン,5a20
1054,振,shake:wave:wag:swing,8,1,ふ.る:ぶ.る:ふ.り:-ぶ.り:ふ.るう:シン,632f
1055,浸,immersed:soak:dip:steep:moisten:wet:dunk,8,1,ひた.す:ひた.る:つ.かる:シン,6d78
1056,真,true:reality:Buddhist sect,3,3,ま:ま-:まこと:シン,771f
1057,針,needle:pin:staple:stinger,6,2,はり:シン,91dd
1058,深,deep:heighten:intensify:strengthen,3,2,ふか.い:-ぶか.い:ふか.まる:ふか.める:み-:シン,6df1
1059,紳,sire:good belt:gentleman,8,1,シン,7d33
1060,進,advance:proceed:progress:promote,3,3,すす.む:すす.める:シン,9032
1061,森,forest:woods,1,3,もり:シン,68ee
1062,診,checkup:seeing:diagnose:examine,8,1,み.る:シン,8a3a
1063,寝,lie down:sleep:rest:bed:remain unsold,8,2,ね.る:ね.かす:い.ぬ:みたまや:や.める:シン,5bdd
1064,慎,humility:be careful:discreet:prudent,8,1,つつし.む:つつ.ましい:つつし:つつし.み:シン,614e
1065,新,new,2,4,あたら.しい:あら.た:あら-:にい-:シン,65b0
1066,審,hearing:judge:trial,8,1,つまび.らか:つぶさ.に:シン,5be9
1067,震,quake:shake:tremble:quiver:shiver,8,2,ふる.う:ふる.える:シン,9707
1068,薪,fuel:firewood:kindling,8,1,たきぎ:まき:シン,85aa
1069,親,parent:intimacy:relative:familiarity:dealer (cards),2,3,おや:おや-:した.しい:した.しむ:シン,89aa
1070,人,person,1,4,ひと:-り:-と:ジン:ニン,4eba
1071,刃,blade:sword:edge,8,1,は:やいば:き.る:ジン:ニン,5203
1072,仁,humanity:virtue:benevolence:charity:man:kernel,6,1,ジン:ニ:ニン,4ec1
1073,尽,exhaust:use up:run out of:deplete:befriend:serve,8,1,つ.くす:-つ.くす:-づ.くし:-つ.く:-づ.く:-ず.く:つ.きる:つ.かす:さかづき:ことごと.く:つか:つき:ジン:サン,5c3d
1074,迅,swift:fast,8,1,ジン,8fc5
1075,甚,tremendously:very:great:exceedingly,8,1,はなは.だ:はなは.だしい:ジン,751a
1076,陣,camp:battle array:ranks:position:sudden:brief time,8,1,ジン,9663
1077,尋,inquire:fathom:look for,8,1,たず.ねる:ひろ:ジン,5c0b
1078,腎,kidney,8,,ジン,814e
1079,須,ought:by all means:necessarily,8,1,すべから.く:すべし:ひげ:まつ:もち.いる:もと.める:ス:シュ,9808
1080,図,map:drawing:plan:extraordinary:audacious,2,3,え:はか.る:ズ:ト,56f3
1081,水,water,1,4,みず:みず-:スイ,6c34
1082,吹,blow:breathe:puff:emit:smoke,8,2,ふ.く:スイ,5439
1083,垂,droop:suspend:hang:slouch,6,1,た.れる:た.らす:た.れ:-た.れ:なんなんと.す:スイ,5782
1084,炊,cook:boil,8,1,た.く:-だ.き:スイ,708a
1085,帥,commander:leading troops:governor,8,1,スイ,5e25
1086,粋,chic:style:purity:essence:pith:cream:elite:choice,8,1,いき:スイ,7c8b
1087,衰,decline:wane:weaken,8,1,おとろ.える:スイ,8870
1088,推,conjecture:infer:guess:suppose:support:push (for),6,1,お.す:スイ,63a8
1089,酔,drunk:feel sick:poisoned:elated:spellbound,8,1,よ.う:よ.い:よ:スイ,9154
1090,遂,consummate:accomplish:attain:commit (suicide),8,1,と.げる:つい.に:スイ,9042
1091,睡,drowsy:sleep:die,8,1,ねむ.る:ねむ.い:スイ,7761
1092,穂,ear:ear (grain):head:crest (wave),8,1,ほ:スイ,7a42
1093,随,follow:though:notwithstanding:while:during:both:all:obey:submit to:comply:at the mercy of (the waves),8,1,まにま.に:したが.う:ズイ,968f
1094,髄,marrow:pith:essence,8,1,ズイ,9ac4
1095,枢,hinge:pivot:door,8,1,とぼそ:からくり:スウ:シュ,67a2
1096,崇,adore:respect:revere:worship,8,1,あが.める:スウ,5d07
1097,数,number:strength:fate:law:figures,2,2,かず:かぞ.える:しばしば:せ.める:わずらわ.しい:スウ:ス:サク:ソク:シュ,6570
1098,据,set:lay a foundation:install:equip:squat down:sit down,8,1,す.える:す.わる:キョ,636e
1099,杉,cedar:cryptomeria,8,1,すぎ:サン,6749
1100,裾,cuff:hem:foot of mountain,8,,すそ:キョ:コ,88fe
1101,寸,measurement:tenth of a shaku:a little:small,6,1,スン,5bf8
1102,瀬,rapids:current:torrent:shallows:shoal,8,1,せ:ライ,702c
1103,是,just so:this:right:justice,8,1,これ:この:ここ:ゼ:シ,662f
1104,井,well:well crib:town:community,8,1,い:セイ:ショウ,4e95
1105,世,generation:world:society:public,3,3,よ:セイ:セ:ソウ,4e16
1106,正,correct:justice:righteous:10**40,1,3,ただ.しい:ただ.す:まさ:まさ.に:セイ:ショウ,6b63
1107,生,life:genuine:birth,1,4,い.きる:い.かす:い.ける:う.まれる:うま.れる:う.まれ:うまれ:う.む:お.う:は.える:は.やす:き:なま:なま-:な.る:な.す:む.す:-う:セイ:ショウ,751f
1108,成,turn into:become:get:grow:elapse:reach,4,2,な.る:な.す:-な.す:セイ:ジョウ,6210
1109,西,west:Spain,2,4,にし:セイ:サイ:ス,897f
1110,声,voice,2,3,こえ:こわ-:セイ:ショウ,58f0
1111,制,system:law:rule,5,2,セイ,5236
1112,姓,surname,8,2,セイ:ショウ,59d3
1113,征,subjugate:attack the rebellious:collect taxes,8,1,セイ,5f81
1114,性,sex:gender:nature,5,2,さが:セイ:ショウ,6027
1115,青,blue:green,1,3,あお:あお-:あお.い:セイ:ショウ,9752
1116,斉,adjusted:alike:equal:similar variety of,8,1,そろ.う:ひと.しい:ひと.しく:あたる:はやい:セイ:サイ,6589
1117,政,politics:government,5,2,まつりごと:まん:セイ:ショウ,653f
1118,星,star:spot:dot:mark,2,2,ほし:-ぼし:セイ:ショウ,661f
1119,牲,animal sacrifice:offering,8,1,セイ,7272
1120,省,focus:government ministry:conserve,4,2,かえり.みる:はぶ.く:セイ:ショウ,7701
1121,凄,uncanny:weird:threatening:horrible,8,,さむ.い:すご.い:すさ.まじい:セイ:サイ,51c4
1122,逝,departed:die,8,1,ゆ.く:い.く:セイ,901d
1123,清,pure:purify:cleanse:exorcise:Manchu dynasty,4,2,きよ.い:きよ.まる:きよ.める:セイ:ショウ:シン,6e05
1124,盛,boom:prosper:copulate,6,1,も.る:さか.る:さか.ん:セイ:ジョウ,76db
1125,婿,bridegroom:son-in-law,8,1,むこ:セイ,5a7f
1126,晴,clear up,2,2,は.れる:は.れ:は.れ-:-ば.れ:は.らす:セイ,6674
1127,勢,forces:energy:military strength,5,2,いきお.い:はずみ:セイ:ゼイ,52e2
1128,聖,holy:saint:sage:master:priest,6,1,ひじり:セイ:ショウ,8056
1129,誠,sincerity:admonish:warn:prohibit:truth:fidelity,6,1,まこと:セイ,8aa0
1130,精,refined:ghost:fairy:energy:vitality:semen:excellence:purity:skill,5,2,しら.げる:くわ.しい:セイ:ショウ,7cbe
1131,製,made in...:manufacture,5,2,セイ,88fd
1132,誓,vow:swear:pledge,8,1,ちか.う:セイ,8a93
1133,静,quiet,4,2,しず-:しず.か:しず.まる:しず.める:セイ:ジョウ,9759
1134,請,solicit:invite:ask,8,1,こ.う:う.ける:セイ:シン:ショウ,8acb
1135,整,organize:arranging:tune:tone:meter:key (music),3,2,ととの.える:ととの.う:セイ,6574
1136,醒,awake:be disillusioned:sober up,8,,さ.ます:さ.める:セイ,9192
1137,税,tax:duty,5,2,ゼイ,7a0e
1138,夕,evening,1,3,ゆう:セキ,5915
1139,斥,reject:retreat:recede:withdraw:repel:repulse,8,1,しりぞ.ける:セキ,65a5
1140,石,stone,1,2,いし:セキ:シャク:コク,77f3
1141,赤,red,1,3,あか:あか-:あか.い:あか.らむ:あか.らめる:セキ:シャク,8d64
1142,昔,once upon a time:antiquity:old times,3,2,むかし:セキ:シャク,6614
1143,析,chop:divide:tear:analyze,8,1,セキ,6790
1144,席,seat:mat:occasion:place,4,2,むしろ:セキ,5e2d
1145,脊,stature:height,8,,せ:せい:セキ,810a
1146,隻,vessels:counter for ships:fish:birds:arrows:one of a pair,8,1,セキ,96bb
1147,惜,pity:be sparing of:frugal:stingy:regret,8,1,お.しい:お.しむ:セキ,60dc
1148,戚,grieve:relatives,8,,いた.む:うれ.える:みうち:ソク:セキ,621a
1149,責,blame:condemn:censure,5,2,せ.める:セキ,8cac
1150,跡,tracks:mark:print:impression,8,1,あと:セキ,8de1
1151,積,volume:product (x*y):acreage:contents:pile up:stack:load:amass,4,2,つ.む:-づ.み:つ.もる:つ.もり:セキ,7a4d
1152,績,exploits:achievements:unreeling cocoons,5,2,セキ,7e3e
1153,籍,enroll:domiciliary register:membership,8,1,セキ,7c4d
1154,切,cut:cutoff:be sharp,2,3,き.る:-き.る:き.り:-き.り:-ぎ.り:き.れる:-き.れる:き.れ:-き.れ:-ぎ.れ:セツ:サイ,5207
1155,折,fold:break:fracture:bend:yield:submit,4,2,お.る:おり:お.り:-お.り:お.れる:セツ:シャク,6298
1156,拙,bungling:clumsy:unskillful,8,1,つたな.い:セツ,62d9
1157,窃,stealth:steal:secret:private:hushed,8,1,ぬす.む:ひそ.か:セツ,7a83
1158,接,touch:contact:adjoin:piece together,5,2,つ.ぐ:セツ:ショウ,63a5
1159,設,establishment:provision:prepare,5,2,もう.ける:セツ,8a2d
1160,雪,snow,2,2,ゆき:セツ,96ea
1161,摂,vicarious:surrogate:act in addition to:take in:absorb,8,1,おさ.める:かね.る:と.る:セツ:ショウ,6442
1162,節,node:season:period:occasion:verse:clause:stanza:honor:joint:knuckle:knob:knot:tune:melody,4,2,ふし:-ぶし:のっと:セツ:セチ,7bc0
1163,説,opinion:theory:explanation:rumor,4,3,と.く:セツ:ゼイ,8aac
1164,舌,tongue:reed:clapper,5,1,した:ゼツ,820c
1165,絶,discontinue:sever:cut off:abstain:interrupt:suppress:be beyond:without match:peerless:unparalleled,5,2,た.える:た.やす:た.つ:ゼツ,7d76
1166,千,thousand,1,4,ち:セン,5343
1167,川,stream:river:river or three-stroke river radical (no. 47),1,4,かわ:セン,5ddd
1168,仙,hermit:wizard:cent,8,1,セン:セント,4ed9
1169,占,fortune-telling:divining:forecasting:occupy:hold:have:get:take,8,2,し.める:うらな.う:セン,5360
1170,先,before:ahead:previous:future:precedence,1,4,さき:ま.ず:セン,5148
1171,宣,proclaim:say:announce,6,1,のたま.う:セン,5ba3
1172,専,specialty:exclusive:mainly:solely,6,2,もっぱ.ら:セン,5c02
1173,泉,spring:fountain,6,2,いずみ:セン,6cc9
1174,浅,shallow:superficial:frivolous:wretched:shameful,4,2,あさ.い:セン,6d45
1175,洗,wash:inquire into:probe,6,3,あら.う:セン,6d17
1176,染,dye:color:paint:stain:print,6,1,そ.める:-ぞ.め:-ぞめ:そ.まる:し.みる:-じ.みる:し.み:-し.める:セン,67d3
1177,扇,fan:folding fan,8,1,おうぎ:セン,6247
1178,栓,plug:bolt:cork:bung:stopper,8,1,セン,6813
1179,旋,rotation:go around,8,1,め.ぐる:いばり:セン,65cb
1180,船,ship:boat,2,2,ふね:ふな-:セン,8239
1181,戦,war:battle:match,4,2,いくさ:たたか.う:おのの.く:そよ.ぐ:わなな.く:セン,6226
1182,煎,broil:parch:roast:boil,8,,せん.じる:い.る:に.る:セン,714e
1183,羨,envious:be jealous:covet,8,,うらや.む:あまり:セン:エン,7fa8
1184,腺,gland,8,,セン,817a
1185,詮,discussion:methods called for:selection:result,8,,せん.ずる:かい:あき.らか:セン,8a6e
1186,践,tread:step on:trample:practice:carry through,8,1,ふ.む:セン,8df5
1187,箋,paper:label:letter:composition,8,,ふだ:セン,7b8b
1188,銭,coin:.01 yen:money,5,1,ぜに:すき:セン:ゼン,92ad
1189,潜,submerge:conceal:hide:lower (voice):hush,8,1,ひそ.む:もぐ.る:かく.れる:くぐ.る:ひそ.める:セン,6f5c
1190,線,line:track,2,2,すじ:セン,7dda
1191,遷,transition:move:change,8,1,うつ.る:うつ.す:みやこがえ:セン,9077
1192,選,elect:select:choose:prefer,4,2,えら.ぶ:え.る:よ.る:セン,9078
1193,薦,recommend:mat:advise:encourage:offer,8,1,すす.める:セン,85a6
1194,繊,slender:fine:thin kimono,8,1,セン,7e4a
1195,鮮,fresh:vivid:clear:brilliant:Korea,8,1,あざ.やか:セン,9bae
1196,全,whole:entire:all:complete:fulfill,3,2,まった.く:すべ.て:ゼン,5168
1197,前,in front:before,2,4,まえ:-まえ:ゼン,524d
1198,善,virtuous:good:goodness,6,2,よ.い:い.い:よ.く:よし.とする:ゼン,5584
1199,然,sort of thing:so:if so:in that case:well,4,2,しか:しか.り:しか.し:さ:ゼン:ネン,7136
1200,禅,Zen:silent meditation,8,1,しずか:ゆず.る:ゼン:セン,7985
1201,漸,steadily:gradually advancing:finally:barely,8,1,ようや.く:やや:ようよ.う:すす.む:ゼン,6f38
1202,膳,small low table:tray,8,,かしわ:すす.める:そな.える:ゼン:セン,81b3
1203,繕,darning:repair:mend:trim:tidy up:adjust,8,1,つくろ.う:ゼン,7e55
1204,狙,aim at:sight:shadow:stalk,8,,ねら.う:ねら.い:ソ:ショ,72d9
1205,阻,thwart:separate from:prevent:obstruct:deter:impede,8,1,はば.む:ソ,963b
1206,祖,ancestor:pioneer:founder,5,2,ソ,7956
1207,租,tariff:crop tax:borrowing,8,1,ソ,79df
1208,素,elementary:principle:naked:uncovered,5,1,もと:ソ:ス,7d20
1209,措,set aside:give up:suspend:discontinue:lay aside:except,8,1,お.く:ソ,63aa
1210,粗,coarse:rough:rugged,8,1,あら.い:あら-:ソ,7c97
1211,組,association:braid:plait:construct:assemble:unite:cooperate:grapple,2,2,く.む:くみ:-ぐみ:ソ,7d44
1212,疎,alienate:rough:neglect:shun:sparse:penetrate,8,1,うと.い:うと.む:まば.ら:ソ:ショ,758e
1213,訴,accusation:sue:complain of pain:appeal to,8,1,うった.える:ソ,8a34
1214,塑,model:molding,8,1,でく:ソ,5851
1215,遡,go upstream:retrace the past,8,,さかのぼ.る:ソ:サク,9061
1216,礎,cornerstone:foundation stone,8,1,いしずえ:ソ,790e
1217,双,pair:set:comparison:counter for pairs,8,2,ふた:たぐい:ならぶ:ふたつ:ソウ,53cc
1218,壮,robust:manhood:prosperity,8,1,さかん:ソウ,58ee
1219,早,early:fast,1,3,はや.い:はや:はや-:はや.まる:はや.める:さ-:ソウ:サッ,65e9
1220,争,contend:dispute:argue,4,2,あらそ.う:いか.でか:ソウ,4e89
1221,走,run,2,3,はし.る:ソウ,8d70
1222,奏,play music:speak to a ruler:complete,6,1,かな.でる:ソウ,594f
1223,相,inter-:mutual:together:each other:minister of state:councillor:aspect:phase:physiognomy,3,2,あい-:ソウ:ショウ,76f8
1224,荘,villa:inn:cottage:feudal manor:solemn:dignified,8,1,ほうき:おごそ.か:ソウ:ショウ:チャン,8358
1225,草,grass:weeds:herbs:pasture:write:draft,1,2,くさ:くさ-:-ぐさ:ソウ,8349
1226,送,escort:send,3,3,おく.る:ソウ,9001
1227,倉,godown:warehouse:storehouse:cellar:treasury,4,1,くら:ソウ,5009
1228,捜,search:look for:locate,8,2,さが.す:ソウ:シュ:シュウ,635c
1229,挿,insert:put in:graft:wear (sword),8,1,さ.す:はさ.む:ソウ,633f
1230,桑,mulberry,8,1,くわ:ソウ,6851
1231,巣,nest:rookery:hive:cobweb:den,4,1,す:す.くう:ソウ,5de3
1232,掃,sweep:brush,8,2,は.く:ソウ:シュ,6383
1233,曹,office:official:comrade:fellow,8,1,ソウ:ゾウ,66f9
1234,曽,formerly:once:before:ever:never:ex-,8,,かつ:かつて:すなわち:ソウ:ソ:ゾウ,66fd
1235,爽,refreshing:bracing:resonant:sweet:clear,8,1,あき.らか:さわ.やか:たがう:ソウ,723d
1236,窓,window:pane,6,2,まど:てんまど:けむだし:ソウ:ス,7a93
1237,創,genesis:wound:injury:hurt:start:originate,6,1,つく.る:はじ.める:きず:けず.しける:ソウ:ショウ,5275
1238,喪,miss:mourning,8,1,も:ソウ,55aa
1239,痩,get thin,8,,や.せる:ソウ:チュウ:シュウ:シュ,75e9
1240,葬,interment:bury:shelve,8,1,ほうむ.る:ソウ,846c
1241,装,attire:dress:pretend:disguise:profess,6,2,よそお.う:よそお.い:ソウ:ショウ,88c5
1242,僧,Buddhist priest:monk,8,1,ソウ,50e7
1243,想,concept:think:idea:thought,3,2,おも.う:ソウ:ソ,60f3
1244,層,stratum:social class:layer:story:floor,6,2,ソウ,5c64
1245,総,general:whole:all:full:total,5,2,す.べて:すべ.て:ふさ:ソウ,7dcf
1246,遭,encounter:meet:party:association:interview:join,8,1,あ.う:あ.わせる:ソウ,906d
1247,槽,vat:tub:tank,8,1,ふね:ソウ,69fd
1248,踪,remains:clue:footprint,8,,あと:ソウ:ショウ,8e2a
1249,操,maneuver:manipulate:operate:steer:chastity:virginity:fidelity,6,2,みさお:あやつ.る:ソウ:サン,64cd
1250,燥,parch:dry up,8,2,はしゃ.ぐ:ソウ,71e5
1251,霜,frost,8,1,しも:ソウ,971c
1252,騒,boisterous:make noise:clamor:disturb:excite,8,1,さわ.ぐ:うれい:さわ.がしい:ソウ,9a12
1253,藻,seaweed:duckweed,8,1,も:ソウ,85fb
1254,造,create:make:structure:physique,5,2,つく.る:つく.り:-づく.り:ゾウ,9020
1255,像,statue:picture:image:figure:portrait,5,2,ゾウ,50cf
1256,増,increase:add:augment:gain:promote,5,2,ま.す:ま.し:ふ.える:ふ.やす:ゾウ,5897
1257,憎,hate:detest,8,2,にく.む:にく.い:にく.らしい:にく.しみ:ゾウ,618e
1258,蔵,storehouse:hide:own:have:possess,6,2,くら:おさ.める:かく.れる:ゾウ:ソウ,8535
1259,贈,presents:send:give to:award to:confer on:presenting something,8,2,おく.る:ゾウ:ソウ,8d08
1260,臓,entrails:viscera:bowels,6,2,はらわた:ゾウ,81d3
1261,即,instant:namely:as is:conform:agree:adapt,8,1,つ.く:つ.ける:すなわ.ち:ソク,5373
1262,束,bundle:sheaf:ream:tie in bundles:govern:manage:control,4,2,たば:たば.ねる:つか:つか.ねる:ソク,675f
1263,足,leg:foot:be sufficient:counter for pairs of footwear,1,4,あし:た.りる:た.る:た.す:ソク,8db3
1264,促,stimulate:urge:press:demand:incite,8,1,うなが.す:ソク,4fc3
1265,則,rule:follow:based on:model after,5,2,のっと.る:ソク,5247
1266,息,breath:respiration:son:interest (on money),3,2,いき:ソク,606f
1267,捉,catch:capture,8,,とら.える:ソク:サク,6349
1268,速,quick:fast,3,2,はや.い:はや-:はや.める:すみ.やか:ソク,901f
1269,側,side:lean:oppose:regret,4,2,かわ:がわ:そば:ソク,5074
1270,測,fathom:plan:scheme:measure,5,2,はか.る:ソク,6e2c
1271,俗,vulgar:customs:manners:worldliness:mundane things,8,1,ゾク,4fd7
1272,族,tribe:family,3,3,ゾク,65cf
1273,属,belong:genus:subordinate official:affiliated,5,1,さかん:つく:やから:ゾク:ショク,5c5e
1274,賊,burglar:rebel:traitor:robber,8,1,ゾク,8cca
1275,続,continue:series:sequel,4,2,つづ.く:つづ.ける:つぐ.ない:ゾク:ショク:コウ:キョウ,7d9a
1276,卒,graduate:soldier:private:die,4,2,そっ.する:お.える:お.わる:ついに:にわか:ソツ:シュツ,5352
1277,率,ratio:rate:proportion:%:factor:lead:spearhead:command,5,2,ひき.いる:ソツ:リツ:シュツ,7387
1278,存,exist:suppose:be aware of:believe:feel,6,2,ながら.える:あ.る:たも.つ:と.う:ソン:ゾン,5b58
1279,村,village:town,1,3,むら:ソン,6751
1280,孫,grandchild:descendants,4,2,まご:ソン,5b6b
1281,尊,revered:valuable:precious:noble:exalted,6,2,たっと.い:とうと.い:たっと.ぶ:とうと.ぶ:ソン,5c0a
1282,損,damage:loss:disadvantage:hurt:injure,5,2,そこ.なう:そこな.う:-そこ.なう:そこ.ねる:-そこ.ねる:ソン,640d
1283,遜,humble:modest,8,,したが.う:へりくだ.る:ゆず.る:ソン,905c
1284,他,other:another:the others,3,2,ほか:タ,4ed6
1285,多,many:frequent:much,2,4,おお.い:まさ.に:まさ.る:タ,591a
1286,汰,washing:sieving:filtering:weeding out:luxury,8,1,おご.る:にご.る:よな.げる:タ:タイ,6c70
1287,打,strike:hit:knock:pound:dozen,3,2,う.つ:う.ち-:ぶ.つ:ダ:ダアス,6253
1288,妥,gentle:peace:depravity,8,1,ダ,59a5
1289,唾,saliva:sputum,8,,つば:つばき:ダ:タ,553e
1290,堕,degenerate:descend to:lapse into,8,1,お.ちる:くず.す:くず.れる:ダ,5815
1291,惰,lazy:laziness,8,1,ダ,60f0
1292,駄,burdensome:pack horse:horse load:send by horse:trivial:worthless,8,1,ダ:タ,99c4
1293,太,plump:thick:big around,2,3,ふと.い:ふと.る:タイ:タ,592a
1294,対,vis-a-vis:opposite:even:equal:versus:anti-:compare,3,2,あいて:こた.える:そろ.い:つれあ.い:なら.ぶ:むか.う:タイ:ツイ,5bfe
1295,体,body:substance:object:reality:counter for images,2,3,からだ:かたち:タイ:テイ,4f53
1296,耐,-proof:enduring,8,1,た.える:タイ,8010
1297,待,wait:depend on,3,3,ま.つ:-ま.ち:タイ,5f85
1298,怠,neglect:laziness,8,1,おこた.る:なま.ける:タイ,6020
1299,胎,womb:uterus,8,1,タイ,80ce
1300,退,retreat:withdraw:retire:resign:repel:expel:reject,5,2,しりぞ.く:しりぞ.ける:ひ.く:の.く:の.ける:ど.く:タイ,9000
1301,帯,sash:belt:obi:zone:region,4,2,お.びる:おび:タイ,5e2f
1302,泰,peaceful:calm:peace:easy:Thailand:extreme:excessive:great,8,1,タイ,6cf0
1303,堆,piled high,8,,うずたか.い:タイ:ツイ,5806
1304,袋,sack:bag:pouch,8,2,ふくろ:タイ:ダイ,888b
1305,逮,apprehend:chase,8,1,タイ,902e
1306,替,exchange:spare:substitute:per-,8,2,か.える:か.え-:か.わる:タイ,66ff
1307,貸,lend,5,3,か.す:か.し-:かし-:タイ,8cb8
1308,隊,regiment:party:company:squad,4,1,タイ,968a
1309,滞,stagnate:be delayed:overdue:arrears,8,1,とどこお.る:タイ:テイ,6ede
1310,態,attitude:condition:figure:appearance:voice (of verbs),5,1,わざ.と:タイ,614b
1311,戴,be crowned with:live under (a ruler):receive,8,,いただ.く:タイ,6234
1312,大,large:big,1,4,おお-:おお.きい:-おお.いに:ダイ:タイ,5927
1313,代,substitute:change:convert:replace:period:age:counter,3,3,か.わる:かわ.る:かわ.り:か.わり:-がわ.り:-が.わり:か.える:よ:しろ:ダイ:タイ,4ee3
1314,台,pedestal:a stand:counter for machines and vehicles,2,3,うてな:われ:つかさ:ダイ:タイ,53f0
1315,第,No.:residence,3,2,ダイ:テイ,7b2c
1316,題,topic:subject,3,3,ダイ,984c
1317,滝,waterfall:rapids:cascade,8,1,たき:ロウ:ソウ,6edd
1318,宅,home:house:residence:our house:my husband,6,2,タク,5b85
1319,択,choose:select:elect:prefer,8,1,えら.ぶ:タク,629e
1320,沢,swamp:marsh:brilliance:grace,8,1,さわ:うるお.い:うるお.す:つや:タク,6ca2
1321,卓,eminent:table:desk:high,8,1,タク,5353
1322,拓,clear (the land):open:break up (land),8,1,ひら.く:タク,62d3
1323,託,consign:requesting:entrusting with:pretend:hint,8,1,かこつ.ける:かこ.つ:かこ.つける:タク,8a17
1324,濯,laundry:wash:pour on:rinse,8,2,すす.ぐ:ゆす.ぐ:タク,6fef
1325,諾,consent:assent:agreement,8,1,ダク,8afe
1326,濁,voiced:uncleanness:wrong:nigori:impurity,8,1,にご.る:にご.す:ダク:ジョク,6fc1
1327,但,however:but,8,1,ただ.し:タン,4f46
1328,達,accomplished:reach:arrive:attain,4,2,-たち:タツ:ダ,9054
1329,脱,undress:removing:escape from:get rid of:be left out:take off,8,1,ぬ.ぐ:ぬ.げる:ダツ,8131
1330,奪,rob:take by force:snatch away:dispossess:plunder:usurp,8,1,うば.う:ダツ,596a
1331,棚,shelf:ledge:rack:mount:mantle:trellis,8,1,たな:-だな:ホウ,68da
1332,誰,who:someone:somebody,8,,だれ:たれ:た:スイ,8ab0
1333,丹,rust-colored:red:red lead:pills:sincerity,8,1,に:タン,4e39
1334,旦,daybreak:dawn:morning,8,1,あき.らか:あきら:ただし:あさ:あした:タン:ダン,65e6
1335,担,shouldering:carry:raise:bear,6,2,かつ.ぐ:にな.う:タン,62c5
1336,単,simple:one:single:merely,4,2,ひとえ:タン,5358
1337,炭,charcoal:coal,3,2,すみ:タン,70ad
1338,胆,gall bladder:courage:pluck:nerve,8,1,きも:タン,80c6
1339,探,grope:search:look for,6,2,さぐ.る:さが.す:タン,63a2
1340,淡,thin:faint:pale:fleeting,8,1,あわ.い:タン,6de1
1341,短,short:brevity:fault:defect:weak point,3,3,みじか.い:タン,77ed
1342,嘆,sigh:lament:moan:grieve:sigh of admiration,8,1,なげ.く:なげ.かわしい:タン,5606
1343,端,edge:origin:end:point:border:verge:cape,8,1,はし:は:はた:-ばた:はな:タン,7aef
1344,綻,be rent:ripped:unravel:run:begin to open:smile,8,,ほころ.びる:タン,7dbb
1345,誕,nativity:be born:declension:lie:be arbitrary,6,1,タン,8a95
1346,鍛,forge:discipline:train,8,1,きた.える:タン,935b
1347,団,group:association,5,2,かたまり:まる.い:ダン:トン,56e3
1348,男,male,1,4,おとこ:お:ダン:ナン,7537
1349,段,grade:steps:stairs,6,2,ダン:タン,6bb5
1350,断,severance:decline:refuse:apologize:warn:dismiss:prohibit:decision:judgement:cutting,5,2,た.つ:ことわ.る:さだ.める:ダン,65ad
