num,kanji,radicals,meaning,concept,subconcept
1336,単,十田尚,simple,,
1337,炭,厂山火,coal,Nature,Natural_Substances
1338,胆,日月,gall bladder,Body_(身),Torso_and_organs
1339,探,儿冖木扌,grope,,
1340,淡,火氵,thin,,
1341,短,口矢豆丷,short,Physical_Attributes_and_Properties,Form_and_Shape_(形)
1342,嘆,丿口艹,sigh,,
1343,端,山立而,"end, tip",Physical_Attributes_and_Properties,Form_and_Shape_(形)
1344,綻,宀疋糸,rip,,
1345,誕,丿廴止言,nativity,,
1346,鍛,殳金,forge,,
1347,団,囗寸,group,,
1348,男,力田,man,People_(人),General
1349,段,｜殳,steps,,
1350,断,｜斤米,cut off,,
1351,弾,十弓田尚,bullet,,
1352,暖,丿又日爪,warm,Physical_Attributes_and_Properties,Miscellaneous_properties
1353,談,火言,discuss,Human_activities,Language_(語)_and_Communication
1354,壇,亠口囗土日,podium,,
1355,地,土也,ground,Nature,Natural_Substances
1356,池,氵也,pond,Nature,Land_(陸)_and_Topography
1357,知,口矢,know,Human_activities,Culture
1358,値,｜十目亻,price,Human_activities,Money_(銭)_and_Commerce_(商)
1359,恥,心耳,shame,Emotions_and_Senses_(感),Emotions_(情)
1360,致,厶土攴至,(to) do,,
1361,遅,尸玉羊丷辶,late,Time_(時),
1362,痴,口疒矢,stupid,,
1363,稚,禾隹,immature,,
1364,置,十目网,put,,
1365,緻,厶土攴糸至,fine,Physical_Attributes_and_Properties,Miscellaneous_properties
1366,竹,竹,bamboo,Nature,Plants_(植)_and_Trees_(樹)
1367,畜,亠幺玄田,livestock,Nature,Animals_(獣)
1368,逐,豕辶,pursue,,
1369,蓄,亠幺玄田艹,amass,,
1370,築,丶几工木竹,fabricate,,
1371,秩,丿人土大禾,regularity,,
1372,窒,儿厶土宀穴至,nitrogen,Nature,Natural_Substances
1373,茶,木个艹,tea,Food_(食)_and_Drink_(飲),
1374,着,丿玉目羊丷,to wear,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
1375,嫡,亠冂十口女立丷啇,legitimate wife/family,People_(人),Family_(家_/_族)
1376,中,｜口,middle,Directions_(方)_and_Spatial_Relationships,
1377,仲,｜口亻,intermediary,People_(人),Roles_and_status
1378,虫,虫,insect,,
1379,沖,｜口氵,"high seas, offshore",Nature,Land_(陸)_and_Topography
1380,宙,｜宀日田,mid-air,,
1381,忠,｜口心,loyalty,,
1382,抽,｜日田扌,pluck,,
1383,注,丶玉氵,pour,,
1384,昼,丶尸日,daytime,Time_(時),Divisions_of_the_Day
1385,柱,丶木玉,pillar,,
1386,衷,十口衣,inmost,,
1387,酎,寸酉,sake,Food_(食)_and_Drink_(飲),
1388,鋳,丿亠土寸金,casting,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1389,駐,丶玉馬,stop-over,,
1390,著,日老艹,renowned,,
1391,貯,亅宀貝,savings,Human_activities,Money_(銭)_and_Commerce_(商)
1392,丁,亅,miscellaneous counter,Numbers_(数),Counters_(個)
1393,弔,｜弓,condolences,,
1394,庁,亅广,government office,,
1395,兆,儿冫,"1,000,000,000,000",Numbers_(数),
1396,町,亅田,town,Artificial_Structures_and_Products,Cities_(市)
1397,長,長,leader,People_(人),Roles_and_status
1398,挑,儿冫扌,challenge,,
1399,帳,巾長,account book,,
1400,張,弓長,stretch,,
1401,彫,冂口土彡,carve,,
1402,眺,儿冫目,stare,,
1403,釣,丶勹金,angling,,
1404,頂,亅貝頁,place on the head,,
1405,鳥,灬,bird,,
1406,朝,十日月,morning,Time_(時),Divisions_of_the_Day
1407,貼,卜口貝,paste,,
1408,超,刀口土走,transcend,,
1409,腸,日月勿,intestines,Body_(身),Torso_and_organs
1410,跳,儿冫口足,hop,,
1411,徴,山彳攴玉,indications,,
1412,嘲,十口日月,ridicule,,
1413,潮,十日月氵,tide,Nature,Weather
1414,澄,口癶豆丷氵,lucidity,,
1415,調,冂口土言,investigate,,
1416,聴,十心网耳,listen,Emotions_and_Senses_(感),Senses
1417,懲,山彳心攴玉,penal,,
1418,直,｜十目,straight,,
1419,勅,｜力口木,imperial order,,
1420,捗,丿小止扌,make progress,,
1421,沈,尢氵,sink,,
1422,珍,彡玉个,rare,,
1423,朕,人大月丷,majestic plural,,
1424,陳,｜日木田阝,exhibit,,
1425,賃,玉貝亻,fee or wages,Human_activities,Money_(銭)_and_Commerce_(商)
1426,鎮,八十目金丷,tranquilize,,
1427,追,｜口辶,follow,,
1428,椎,木隹,backbone,Body_(身),Torso_and_organs
1429,墜,土豕丷阝,to fall,Directions_(方)_and_Spatial_Relationships,Movement
1430,通,用マ辶,pass through,,
1431,痛,用疒マ,pain,Body_(身),Health_(体)
1432,塚,冖土豕,hillock,,
1433,漬,亠土貝氵,pickle,Food_(食)_and_Drink_(飲),
1434,坪,土干丷,two-mat area (around 3.3 m²),Numbers_(数),Units_of_Measurement_(測)
1435,爪,爪,nail,Body_(身),Limbs_(肢)
1436,鶴,宀隹鳥灬,crane,Nature,Animals_(獣)
1437,低,氏亻,low,,
1438,呈,口玉,display,,
1439,廷,士廴玉,courts,,
1440,弟,｜丿弓丷,younger brother,People_(人),Family_(家_/_族)
1441,定,宀疋,decide,,
1442,底,广氏,bottom,Directions_(方)_and_Spatial_Relationships,
1443,抵,氏扌,resist,,
1444,邸,氏阝,residence,,
1445,亭,亅亠冖口,pavilion,,
1446,貞,卜貝,upright,,
1447,帝,亠冖巾立丷,Mikado or emperor,People_(人),Roles_and_status
1448,訂,亅言,revise,,
1449,庭,广廴玉,garden,,
1450,逓,｜二厂巾辶,relay,,
1451,停,亅亠冖口亻,halt,,
1452,偵,卜貝亻,spy,,
1453,堤,土日疋,embankment,Nature,Land_(陸)_and_Topography
1454,提,日疋扌,present,,
1455,程,口玉禾,extent,,
1456,艇,廴玉舟,ship,Artificial_Structures_and_Products,Vehicles_(車)_and_Machines_(機)
1457,締,亠冖巾立糸丷,tighten,,
1458,諦,亠冖巾立言丷,abandon,,
1459,泥,匕尸氵,mud,Nature,Natural_Substances
1460,的,丶勹白,target,,
1461,笛,｜日田竹,flute,Human_activities,Culture
1462,摘,亠冂十口立丷扌啇,pinch,,
1463,滴,亠冂十口立丷氵啇,drip,,
1464,適,亠冂十口立丷辶啇,suitable,,
1465,敵,亠冂十口攴立丷啇,enemy,Human_activities,War_(戦)
1466,溺,冫弓氵,drown,,
1467,迭,｜丿大牛矢辶,transfer,,
1468,哲,口斤扌,philosophy,,
1469,鉄,丿二大矢金,iron,Nature,Natural_Substances
1470,徹,亠厶彳攴月,penetrate,,
1471,撤,亠厶攴月扌,remove,,
1472,天,大,"heaven, sky",Nature,Sky
1473,典,｜八日,code,,
1474,店,卜口广,shop,,
1475,点,卜口灬,point,,
1476,展,｜二尸衣,expand,,
1477,添,丿大心氵,annexed,,
1478,転,二厶車,revolve,,
1479,塡,塡,fill in,,
1480,田,田,rice paddy,Nature,Land_(陸)_and_Topography
1481,伝,二厶亻,transmit,Human_activities,Language_(語)_and_Communication
1482,殿,｜二八尸殳,Mr.,,
1483,電,乙田雨,electricity,Nature,Weather
1484,斗,斗,(around 18 l),Numbers_(数),Units_of_Measurement_(測)
1485,吐,口土,spit,,
1486,妬,口女石,"envy, jealousy",Emotions_and_Senses_(感),Emotions_(情)
1487,徒,土彳走,gang or junior,People_(人),General
1488,途,亅八木个辶,route,,
1489,都,日老阝,metropolis,Artificial_Structures_and_Products,Cities_(市)
1490,渡,又广氵,transit,,
1491,塗,亅八土木个氵,paint,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1492,賭,日老貝,gamble,Human_activities,Money_(銭)_and_Commerce_(商)
1493,土,土,earth,Nature,Natural_Substances
1494,奴,又女,"servant, fellow",People_(人),Roles_and_status
1495,努,力又女,toil,,
1496,度,又广,number of times,Time_(時),
1497,怒,又女心,anger,Emotions_and_Senses_(感),Emotions_(情)
1498,刀,刀,sword,,
1499,冬,丶夂攴,Winter,Time_(時),Seasons_(季_/_候)
1500,灯,亅火,lamp,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1501,当,彐尚,hit,,
1502,投,殳扌,throw,,
1503,豆,口丷,bean,Food_(食)_and_Drink_(飲),
1504,東,｜日木田,East,Directions_(方)_and_Spatial_Relationships,
1505,到,厶土至刂,arrival,,
1506,逃,儿冫辶,escape,,
1507,倒,厶土至亻刂,to reverse,Directions_(方)_and_Spatial_Relationships,Movement
1508,凍,｜冫日木田,frozen,,
1509,唐,｜口广彐,T'ang,,
1510,島,山白鳥,island,Nature,Land_(陸)_and_Topography
1511,桃,儿冫木,peach,Nature,Plants_(植)_and_Trees_(樹)
1512,討,寸言,attack,Human_activities,War_(戦)
1513,透,丿禾乃辶,transparent,,
1514,党,儿冖口尚,group,,
1515,悼,十卜日忄,lament,,
1516,盗,冫欠皿,steal,,
1517,陶,勹缶阝,pottery,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1518,塔,口土个艹,pagoda,,
1519,搭,口个扌艹,to board or load,Artificial_Structures_and_Products,Vehicles_(車)_and_Machines_(機)
1520,棟,｜日木田,ridgepole,,
1521,湯,｜日氵勿,hot water,,
1522,痘,口疒豆丷,pox,Body_(身),Health_(体)
1523,登,口癶豆丷,climb,,
1524,答,口竹个,answer,Human_activities,Language_(語)_and_Communication
1525,等,土寸竹,class,,
1526,筒,冂口竹,cylinder,,
1527,統,亠儿厶糸,unite,,
1528,稲,｜日爪禾,rice plant,Nature,Plants_(植)_and_Trees_(樹)
1529,踏,口日水足,step,,
1530,糖,口广米,sugar,Food_(食)_and_Drink_(飲),
1531,頭,口豆貝頁丷,"counter for animals, large",Numbers_(数),Counters_(個)
1532,謄,｜月言,mimeograph,,
1533,藤,｜月水艹,wisteria,Nature,Plants_(植)_and_Trees_(樹)
1534,闘,口寸豆門丷,battle,Human_activities,War_(戦)
1535,騰,月馬丷,inflation,,
1536,同,冂口,same,,
1537,洞,冂口氵,den,,
1538,胴,冂口月,torso,Body_(身),Torso_and_organs
1539,動,｜力日里,move,,
1540,堂,冖口土尚,public chamber,,
1541,童,立里,juvenile,People_(人),General
1542,道,自首丷辶,road,,
1543,働,｜力日亻,work,Human_activities,Money_(銭)_and_Commerce_(商)
1544,銅,冂口金,copper,Nature,Natural_Substances
1545,導,寸自丷辶,guide,,
1546,瞳,目立里,pupil,Body_(身),Head_(頭)_and_Neck_(首)
1547,峠,｜卜山,mountain pass,Nature,Land_(陸)_and_Topography
1548,匿,丿匚口艹,hide,,
1549,特,土寸牛,special,,
1550,得,寸彳日,acquire,,
1551,督,卜又小目,supervisor,People_(人),Roles_and_status
1552,徳,十彳心网,benevolence,,
1553,篤,竹馬鳥灬,fervent,,
1554,毒,亠土毋,poison,,
1555,独,虫犭,alone,,
1556,読,儿冖士士言,read,Human_activities,Language_(語)_and_Communication
1557,栃,厂斤木,horse chestnut,Nature,Plants_(植)_and_Trees_(樹)
1558,凸,｜冂凵,convex,Physical_Attributes_and_Properties,Form_and_Shape_(形)
1559,突,儿大宀穴,stab,,
1560,届,｜尸日田,deliver,,
1561,屯,丿乙凵,barracks,Human_activities,War_(戦)
1562,豚,月豕,pig,Nature,Animals_(獣)
1563,頓,貝頁屯,suddenly,,
1564,貪,貝个,covet,,
1565,鈍,金屯,dull,,
1566,曇,二厶日雨,cloudy,Nature,Weather
1567,丼,｜丶丿二廾井,bowl,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1568,那,二刀阝,what,,
1569,奈,大示,what,,
1570,内,人冂,inside,Directions_(方)_and_Spatial_Relationships,
1571,梨,木禾刂,pear,Nature,Plants_(植)_and_Trees_(樹)
1572,謎,米言辶,riddle,,
1573,鍋,冂口金,pot,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1574,南,冂十干丷,South,Directions_(方)_and_Spatial_Relationships,
1575,軟,欠車,soft,Physical_Attributes_and_Properties,Miscellaneous_properties
1576,難,亠口大隹艹,difficult,,
1577,二,二,2,Numbers_(数),
1578,尼,匕尸,Buddhist nun,Human_activities,Religion_(宗)_and_the_Supernatural_World
1579,弐,二弋,two (falsification prevention),,
1580,匂,勹匕,fragrance,Emotions_and_Senses_(感),Senses
1581,肉,人冂,meat,Food_(食)_and_Drink_(飲),
1582,虹,工虫,rainbow,Nature,Weather
1583,日,日,sun,Nature,Sky
1584,入,入,in,Directions_(方)_and_Spatial_Relationships,
1585,乳,乙子爪,milk,Food_(食)_and_Drink_(飲),
1586,尿,尸水,urine,Body_(身),Bodily_Functions
1587,任,丿士玉亻,responsibility,,
1588,妊,丿士女玉,pregnant,Body_(身),Bodily_Functions
1589,忍,丶刀心,endure,,
1590,認,丶刀心言,recognize,,
1591,寧,亅宀心网,rather,,
1592,熱,丶儿土九灬,heat,Nature,Weather
1593,年,丿干,year,Time_(時),Divisions_of_the_Year
1594,念,｜心个,thought,,
1595,捻,｜心个扌,twist,,
1596,粘,卜口米,sticky,Physical_Attributes_and_Properties,Miscellaneous_properties
1597,燃,夕火犬灬,burn,,
1598,悩,凵尚忄,trouble,,
1599,納,人冂糸,settlement,,
1600,能,匕厶月,ability,,
1601,脳,凵月尚,brain,Body_(身),Head_(頭)_and_Neck_(首)
1602,農,｜厂日衣辰,farming,,
1603,濃,｜厂日衣辰氵,concentrated,Physical_Attributes_and_Properties,Miscellaneous_properties
1604,把,扌巴,grasp,,
1605,波,又皮氵,wave,Nature,Weather
1606,派,厂斤氵,religious sect,Human_activities,Religion_(宗)_and_the_Supernatural_World
1607,破,又口皮石,rend,,
1608,覇,月襾革,hegemony,,
1609,馬,馬,horse,Nature,Animals_(獣)
1610,婆,又女皮氵,grandmother,People_(人),Family_(家_/_族)
1611,罵,网馬,insult,,
1612,拝,｜干扌,worship,,
1613,杯,｜丿木礻,cup,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1614,背,匕月爿,back,Body_(身),Torso_and_organs
1615,肺,亠巾月,lung,Body_(身),Torso_and_organs
1616,俳,非亻,haiku,Human_activities,Culture
1617,配,己酉,distribute,,
1618,排,非扌,repudiate,,
1619,敗,攴貝,failure,,
1620,廃,儿广癶,abolish,,
1621,輩,車非,"fellow, comrade",People_(人),Roles_and_status
1622,売,儿冖士,sell,Human_activities,Money_(銭)_and_Commerce_(商)
1623,倍,口立亻,"to double, times",Numbers_(数),Calculations_(算)
1624,梅,木毋,plum,Nature,Plants_(植)_and_Trees_(樹)
1625,培,口土立,cultivate,,
1626,陪,口立阝,obeisance,,
1627,媒,女木甘,mediator,,
1628,買,网貝,buy,Human_activities,Money_(銭)_and_Commerce_(商)
1629,賠,口立貝,compensation,,
1630,白,白,white,Physical_Attributes_and_Properties,Colours_(色)
1631,伯,白亻,"aunt, uncle",People_(人),Family_(家_/_族)
1632,拍,白扌,"clap, beat (music)",Human_activities,Culture
1633,泊,白氵,overnight,,
1634,迫,白辶,urge,,
1635,剝,剝,peel,,
1636,舶,白舟,oceangoing ship,Artificial_Structures_and_Products,Vehicles_(車)_and_Machines_(機)
1637,博,丶十寸田,Dr.,,
1638,薄,丶十寸田氵艹,dilute or thin,Physical_Attributes_and_Properties,Miscellaneous_properties
1639,麦,夂,barley or wheat,Food_(食)_and_Drink_(飲),
1640,漠,大日氵艹,desert,Nature,Land_(陸)_and_Topography
1641,縛,丶十寸田糸,truss,,
1642,爆,｜八日水火井,explode,,
1643,箱,木目竹,box,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1644,箸,日竹老,chopsticks,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1645,畑,火田,field,Nature,Land_(陸)_and_Topography
1646,肌,几月,skin,Body_(身),General_2
1647,八,八,8,Numbers_(数),
1648,鉢,木金,bowl,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1649,発,二儿癶,departure,,
1650,髪,夂彡長髟,hair,Body_(身),Head_(頭)_and_Neck_(首)
1651,伐,戈亻,attack or punish,Human_activities,War_(戦)
1652,抜,亠又夂扌,slip out,,
1653,罰,网言刂,penalty,,
1654,閥,戈門亻,clique,,
1655,反,厂又,anti-,,
1656,半,｜二十丷,half,Numbers_(数),Counting_(計)_&_Sequence_(序)
1657,氾,乙卩氵,spread out,,
1658,犯,乙卩犭,crime,,
1659,帆,丶几巾,sail,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1660,汎,丶几氵,pan-,,
1661,伴,｜二十亻丷,consort,,
1662,判,｜二十丷刂,judge,,
1663,坂,厂又土,slope,Nature,Land_(陸)_and_Topography
1664,阪,厂又阝,heights,,
1665,板,厂又木,board or plate,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1666,版,厂又片,printing block,,
1667,班,厂土玉,squad,,
1668,畔,｜二十田丷,levee,Nature,Land_(陸)_and_Topography
1669,般,殳舟,generally,,
1670,販,厂又貝,marketing,Human_activities,Money_(銭)_and_Commerce_(商)
1671,斑,文玉,blemish,,
1672,飯,厂又食,"cooked rice, meal",Food_(食)_and_Drink_(飲),
1673,搬,殳舟扌,to transport,Directions_(方)_and_Spatial_Relationships,Movement
1674,煩,火貝頁,"anxiety, annoyance",Emotions_and_Senses_(感),Emotions_(情)
1675,頒,八刀貝頁,partition,,
1676,範,乙卩竹車,pattern,,
1677,繁,攴毋糸,luxuriant,,
1678,藩,田米釆氵艹,clan,,
1679,晩,儿日免,evening,Time_(時),Divisions_of_the_Day
1680,番,田米釆,numerical order,Numbers_(数),Counting_(計)_&_Sequence_(序)
1681,蛮,亠虫,barbarian,,
1682,盤,殳皿舟,board or disk,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1683,比,比,compare,,
1684,皮,又,skin,Body_(身),General_2
1685,妃,女己,"princess, queen",People_(人),Roles_and_status
1686,否,丿口,negate,,
1687,批,比扌,criticism,,
1688,彼,又彳皮,he,People_(人),General
1689,披,又皮扌,expose,,
1690,肥,月巴,fertilizer,,
1691,非,非,negative,,
1692,卑,十田,lowly,,
1693,飛,飛,fly,,
1694,疲,又疒皮,tired,Body_(身),Health_(体)
1695,秘,丶丿心禾,secret,,
1696,被,又皮衤,incur,,
1697,悲,心非,sad,,
1698,扉,戸非,front door,,
1699,費,｜弓貝,expense,Human_activities,Money_(銭)_and_Commerce_(商)
1700,碑,十口田石,tombstone,,
1701,罷,匕厶月网,quit,,
1702,避,十口尸立辛辶,evade,,
1703,尾,尸毛,tail,Nature,Animals_(獣)
1704,眉,｜尸目,eyebrow,Body_(身),Head_(頭)_and_Neck_(首)
1705,美,大玉羊丷,beauty,,
1706,備,厂用亻艹,provide,,
1707,微,山彳攴,delicate,Physical_Attributes_and_Properties,Miscellaneous_properties
1708,鼻,廾田自,nose,Body_(身),Head_(頭)_and_Neck_(首)
1709,膝,月木水个,knee,Body_(身),Limbs_(肢)
1710,肘,寸月,elbow,Body_(身),Limbs_(肢)
1711,匹,儿匚,counter for animals,Numbers_(数),Counters_(個)
1712,必,丿心,without fail,,
1713,泌,丶丿心氵,ooze,,
1714,筆,竹聿,"writing, brush",Human_activities,Language_(語)_and_Communication
1715,姫,女臣,princess,People_(人),Roles_and_status
1716,百,白,100,Numbers_(数),
1717,氷,丶水,ice,Nature,Natural_Substances
1718,表,士衣,express,Human_activities,Language_(語)_and_Communication
1719,俵,士衣亻,straw bag or sack,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1720,票,示襾,ballot,,
1721,評,｜二言丷,evaluate,,
1722,漂,示襾氵,drift,,
1723,標,木示襾,signpost,,
1724,苗,田艹,seedling,Nature,Plants_(植)_and_Trees_(樹)
1725,秒,丿小禾,second,Time_(時),Divisions_of_the_Day
1726,病,人冂疒,illness,Body_(身),Health_(体)
1727,描,田扌艹,sketch,,
1728,猫,田犭艹,cat,Nature,Animals_(獣)
1729,品,口,article,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1730,浜,八斤氵,beach,Nature,Land_(陸)_and_Topography
1731,貧,八刀貝,poor,,
1732,賓,丿宀小貝,"guest, VIP",People_(人),Roles_and_status
1733,頻,丿小止貝頁,repeatedly,,
1734,敏,攴毋,cleverness,,
1735,瓶,瓦丷,bottle or jar,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1736,不,｜丶丿,non-,,
1737,夫,二人大,husband or man,People_(人),Roles_and_status
1738,父,父,father,People_(人),Family_(家_/_族)
1739,付,寸亻,attach,,
1740,布,丿巾,linen,,
1741,扶,二人大扌,aid,,
1742,府,寸广亻,urban prefecture,,
1743,怖,丿巾忄,dread,Emotions_and_Senses_(感),Emotions_(情)
1744,阜,十,hill,Nature,Land_(陸)_and_Topography
1745,附,寸亻阝,affixed,,
1746,訃,卜言,obituary,Human_activities,Language_(語)_and_Communication
1747,負,勹貝,lose,,
1748,赴,卜土走,to visit,Directions_(方)_and_Spatial_Relationships,Movement
1749,浮,子爪氵,floating,,
1750,婦,冖女巾彐,wife or lady,People_(人),Roles_and_status
1751,符,寸竹亻,token,,
1752,富,口宀田,rich,Human_activities,Money_(銭)_and_Commerce_(商)
1753,普,｜二日丷,universal,,
1754,腐,寸广肉亻,rot,,
1755,敷,丶十攴方田,spread,,
1756,膚,匕卜厂月田虍,skin,Body_(身),General_2
1757,賦,弋止貝,installment or levy,Human_activities,Money_(銭)_and_Commerce_(商)
1758,譜,｜二日言丷,musical score,,
1759,侮,毋亻,scorn,,
1760,武,弋止,military,Human_activities,War_(戦)
1761,部,口立阝,part,,
1762,舞,｜丿二夕舛無,dance,,
1763,封,土寸,seal,,
1764,風,丿冂虫,wind,Nature,Weather
1765,伏,犬亻,prostrated,,
1766,服,卩又月,clothes,,
1767,副,口田刂,vice,,
